title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
The Hidden Half,2001, Niki Karimi, Mohammad Nikbin, Atila Pesiani, Tahmineh Milani, Tahmineh Milani, Tahmineh Milani,Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Al Franken - God Spoke,2006, Al Franken,NA,NA, Nick Doob, Chris Hegedus,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Two Queens and One Consort,1981, Tim Beekman, Linda van Dyck, Jan Decleir, Otto Jongerius, Otto Jongerius, R.J. Peskens, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Night Market Hero,2011, Zheng-Long Lan, Jia-yan Ke,NA, Tien-Lun Yeh, Tan-Ching Yeh,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Rain,2001, Alicia Fulford-Wierzbicki, Sarah Peirse, Marton Csokas, Christine Jeffs, John Toon, Kirsty Gunn,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
The Offspring: Rock in Rio 2012,2012, Dexter Holland, Greg K.," Kevin ""Noodles"" Wasserman",NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
One Way Trip,2011, Sabrina Reiter, Melanie Winiger, Herbert Leiser, Markus Welter,NA,NA, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Harryhausen Chronicles,1998,NA,NA,NA,NA,NA,NA,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,
An Italian in Greece,1958,NA,NA,NA, Umberto Lenzi, Umberto Lenzi, Tersicore Kolosoff,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Count Your Blessings,1959, Deborah Kerr, Rossano Brazzi, Maurice Chevalier, Jean Negulesco, Karl Tunberg, Nancy Mitford,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
One Fine Spring Day,2001, Lee Young-ae, Yoo Ji-Tae,NA, Jin-ho Hur,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Catch Me,2009, Nikki Jayne, Sofia Lomeli, Carmel Moore, B. Skow,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Hat Box Mystery,1947, Tom Neal, Pamela Blake, Allen Jenkins, Lambert Hillyer, Carl K. Hittleman, Carl K. Hittleman,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Piper Penguin and His Fantastic Flying Machines,2008, Harry Cason,NA,NA, Michael Schelp,NA,NA,Family,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
The Crown,2008,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Like Father Like Son,1987, Dudley Moore, Kirk Cameron, Margaret Colin, Rod Daniel, Steve Bloom, Lorne Cameron,Fantasy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Clonehunter,2009, Jef Betz, Greg Oliver Bodine, H. R. Britton, Andrew Bellware, Eric Steele,NA, ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Brand Upon the Brain!,2006, Isabella Rossellini, Erik Steffen Maahs, Sullivan Brown, Guy Maddin, Guy Maddin, George Toles,Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Any Other Side,2012, Chrissie Chau, Van, Yingjun Zhao, Fang Ya-Xi, Fang Ya-Xi,NA, Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Bulandi,2000, Anil Kapoor, Rekha, Raveena Tandon, Rama Rao Tatineni, Aadesh K. Arjun, Yogesh Anand, Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Sandow,1896,NA,NA,NA, William K.L. Dickson ,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Asylum,2009, Diesel Washington, Dominic Pacifico, Erik Rhodes, John Bruno, John Bruno,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prisoner/Terrorist,2007, Tomorowo Taguchi, Taka Okubo, Joji Kajiwara, Masao Adachi, Masao Adachi, Yoshihide Ohtomo, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cheap Booze & Cigarettes,2008, Marco Banderas, Lanny Barbie, Abbey Brooks, Chuck Lords,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dutch Guiana: 'Land of the Djuka',1933, James A. FitzPatrick,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Clear and Present Danger,1994, Harrison Ford, Anne Archer, Donald Moffat, Tom Clancy, Neil Travis, Donald McAlpine,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Town & Country,2001, Warren Beatty, Diane Keaton, Goldie Hawn, Peter Chelsom, Buck Henry,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cindy and Donna,1970, Debbie Osborne, Nancy Ison, Cheryl Powell, Robert Anderson, Barry Clark,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mr. Deeds,2002, Adam Sandler, Winona Ryder, John Turturro, Sid Ganis, Jack Giarraputo, Teddy Castellucci,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hyde and Hare,1955, Mel Blanc,NA,NA, Friz Freleng, Edward Selzer, Carl W. Stalling,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Long live the mistress,1947,NA,NA,NA, Hu Sang,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cowboy Cabaret,1931,NA,NA,NA, Mannie Davis, John Foster,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Storytelling Giant,1988, David Byrne, David Byrne, Tina Weymouth, Toni Basil, David Byrne, Jim Jarmusch, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
These Days: Powderfinger Live in Concert,2004, Bernard Fanning, Darren Middleton, Ian Haug,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hercules Saves Christmas,2011, Luigi Francis Shorty Rossi, George Maguire, Mackenzie Phillips, Edward Hightower, John Pizzo,NA, Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
I Think I Do,2013, Mia Kirshner, Sara Canning, James Thomas, Dylan Pearce, Jenny Cooper,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Last Rebel,1971, Joe Namath, Jack Elam, Woody Strode, Denys McCoy, Warren Kiefer,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Hockey Champ,1939, Clarence Nash, Clarence Nash, Clarence Nash, Jack King, Walt Disney, Carl Barks, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mother and Son,1997, Aleksei Ananishnov, Gudrun Geyer,NA, Alexander Sokurov,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Live8 Germany,2005,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Demon Hunters: Dead Camper Lake,2004,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hamilton,2006,NA,NA,NA, Matthew Porterfield,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Bachelor Party,2011, Essence Atkins, Christian Keyes, Lamman Rucker, Donald Welch, Donald Welch,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Geordie,1955, Alastair Sim, Bill Travers, Norah Gorsen, Frank Launder,NA,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Road Movie,2002, Hwang Jeong-Min, Chan Jung,NA, Kim In-sik, Kim In-sik,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dude Duck,1951, Clarence Nash,NA,NA, Walt Disney, Jack Hannah, Ralph Wright,Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Out of Bounds,2003, Sophia Myles, Michael Elphick, Julia Barrie, Merlin Ward, Merlin ward,NA,Thriller,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
Tomorrow You're Gone,2012, Stephen Dorff, Michelle Monaghan, Willem Dafoe, David Jacobson, Matthew F. Jones,NA, Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Annie,1982, Aileen Quinn, Albert Finney, Carol Burnett, John Huston, Carol Sobieski, Thomas Meehan,Music,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
Partysaurus Rex,2012, Tom Hanks, Tim Allen, Wallace Shawn, Mark A. Walsh, Mark A. Walsh, Mark A. Walsh,Fantasy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
The Christmas Wife,1988, Jason Robards, Julie Harris, Don Francks, David Hugh Jones, Helen Norris, Katherine Ann Jones,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
See Jane Run,2007, Joe Estevez, Sasha Andreev , Jennifer Clary , Ryan Webb, Ryan Webb,NA,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Seagulls Fly Low,1978, Maurizio Merli, Nathalie Delon, Mel Ferrer, Giorgio Cristallini,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ang Nerseri,2009,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Muniyandi Vilangial Moonramandu,2008, Bharath Srinivasan, Poorna, Vadivelu, Thirumurugan, Thirumurugan, Vidyasagar, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Junglee,1961, Saira Banu, Shammi Kapoor, Shashikala, Subodh Mukherjee, Subodh Mukherjee, Shankar Jaikishan,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Joan the Woman,1916, Geraldine Farrar, Raymond Hatton, Wallace Reid, Cecil B. DeMille,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Courier Of Death,1984,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Just Say Love,2010, Bill Humphreys, Matthew Jaeger, Robert Mammana, Bill Humphreys, David J. Mauriello,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
I Tried,2007, Wish Bone, Krayzie Bone, Layzie Bone, Rich Newey, Kevin Caruso, Rich Newey, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sideline Secrets,2006, James Townsend, Alex Wilson, Dan Swett, Steven Vasquez, James Townsend, Steven Vasquez,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Face The Music,1993, Molly Ringwald, Patrick Dempsey, Lysette Anthony, Carol Wiseman, Monique Annaud, Yves Dahan,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lamp in Assassin Mews,1962, Francis Matthews, Lisa Daniely, Ian Fleming, Godfrey Grayson,NA,NA,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Keith Lemon's Fit,2010, Leigh Francis, Deanne Berry,NA, Paul Angunawela,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Thunderclap,1984,NA,NA,NA, Tony Leung Siu-Hung, Mona Fong, Chiang Hsing-Lung,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Okhlamon,2007, Marina Orlova, Igor Nevedrov,NA, Dmitry Panchenko,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jayantabhai Ki Luv Story,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Giulio Cesare,2005, Sarah Connolly, Danielle de Niese,NA, William Christie,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Naran,2005, Mohanlal, Madhu, Siddique, Shaji Kumar, Joshi, Ranjan Pramod, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Broken Roads,2012, Sally Kirkland, Aidan Bristow, Shoshana Bush, Justin Chambers,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
All Star Milfs,2010, Alexa Weix, Christina Bella, Lea Lexus, Jules Bart,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Joe Bonamassa: Live at Rockpalast,2006, Joe Bonamassa,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Voice of the Master,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Dead Man 2: Return of the Dead Man,1994,NA,NA,NA, Aryan Kaganof,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dead Sexy,2001, Shannon Tweed, John Enos III, Sam J. Jones, Robert Angelo, Elroy Canton, Elroy Canton,Thriller,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
The Killing Strain,2010, Nina Leon, Venda D'Abato, Tom Lagleder, Daniel Maldonado, Daniel Maldonado, Allen Green,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Bullet and Brain,2007, Anthony Wong, Francis Ng, Eric Tsang, Venus Keung Kwok-Man,NA,NA,Crime,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Pittsburgh A to Z,2001,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stephen K Amos - The Feel Good Factor,2010, Stephen K. Amos,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Loverboy,2005, Kyra Sedgwick, Dominic Scott Kay, Matt Dillon, Kevin Bacon, Hannah Shakespeare, Hannah Shakespeare,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Lethal Eviction,2005, Judd Nelson, Jennifer Carpenter, Stacey Dash, Michael Feifer,NA,NA, Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
A Haunting in Salem,2011, Bill Oberst Jr., Courtney Abbiati, Jenna Stone, Shane Van Dyke, H. Perry Horton,NA,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Baby Face Nelson,1957, Mickey Rooney, Carolyn Jones, Cedric Hardwicke, Don Siegel, Robert Adler, Daniel Mainwaring,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
UFC 148: Silva vs. Sonnen II,2012, Anderson Silva, Chael Sonnen, Forrest Griffin,NA,NA,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Mao's Last Dancer,2009, Chi Cao, Chengwu Guo, Wen Bin Huang, Bruce Beresford,NA,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
What to Do in a Zombie Attack,2006,NA,NA,NA, Joey Carrillo,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dostavit' ljuboj cenoj,2011, Miroslav Belonogij, Viktorija Malektorovich, Sergej Kalantaj, Aleksandr Berezan,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Fountainhead,1949, Gary Cooper, Patricia Neal, Raymond Massey, King Vidor, Ayn Rand, Ayn Rand, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Hoodlum Empire,1952, Brian Donlevy, Claire Trevor, Forrest Tucker, Reggie Lanning, Joseph Kane, Robert Considine, Crime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Ghost Talks,1949, Shemp Howard, Phil Arnold,NA, Jules White, Felix Adler,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Beetle - As Bad As Can,2006, Beetlejuice,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Candy Boy,2007,NA,NA,NA, Pascal-Alex Vincent, Pascal-Alex Vincent, Martin Drouot, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jesse Jane: Lust,2008, Jesse Jane, Stoya, Bree Olson, Bunny Luv, Samantha Lewis, Joone,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Crypt,2009, Sarah Oh, Mike Ranallo, Cristen Irene, Craig McMahon, Craig McMahon, Nathan Hill, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nizhal Nijamagirathu,1978, Kamal Haasan, Sumithra, Sarath Babu, K. Balachander, V. Govindarajan, K. Balachander, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Private Gold 42: Madness 2,2000, Pascal St. James,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Celestial Subway Lines/Salvaging Noise,2005,NA,NA,NA, Ken Jacobs,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Revenge of the Nerds II: Nerds in Paradise,1987, Robert Carradine, Curtis Armstrong, Larry B. Scott, Joe Roth, Tim Metcalfe,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12 Wishes of Christmas,2011, Elisa Donovan, Gabrielle Carteris, Fred Willard, Peter Sullivan, Michael Ciminera, Richard Gnolfo,Fantasy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
The Man I Love,1929, Richard Arlen, Mary Brian, Olga Baclanova, William A. Wellman, Herman J. Mankiewicz, Percy Heath, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Forty Thousand Horsemen,1941, Grant Taylor, Betty Bryant, Chips Rafferty, Charles Chauvel, William Shepherd, Charles Chauvel,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Teenage Mutant Ninja Turtles: Behind The Shells,1991, Kevin Eastman, Peter Laird, Michael Pressman, Michael Danty, Michael Danty, Peter D. Steinbroner,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Eats Are West,1925,NA,NA,NA, Otto Messmer,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dorm of the Dead,2006, Ciara Richards, Adrianna Eder, Jackey Hall, Donald Farmer, Donald Farmer, Mike Dusi, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Blue Hawaii,1961, Elvis Presley, Joan Blackman, Angela Lansbury, Norman Taurog, Allan Weiss, Hal Kanter,Romance,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sinderella,1995, Jim Davidson, Charlie Drake, Jess Conrad, Jim Davidson, Bryan Blackburn,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
La Strada,1954, Anthony Quinn, Giulietta Masina, Richard Basehart, Federico Fellini, Federico Fellini, Tullio Pinelli, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Siraiyil Pootha Sinna Malar,1990, Vijayakanth, Bhanupriya, Charle, Ilayaraja, P. Amirdhan,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Watcher in the Woods,1980, Bette Davis, Lynn-Holly Johnson, Kyle Richards, John Hough, Brian Clemens,NA,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,,
Playing with Love,1977, Lara Wendel, Eva Ionesco, Martin Loeb, Pier Giuseppe Murgia, Peter Berling, Dieter Geissler, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Johnny 2.0,1998, Jeff Fahey, Tahnee Welch, Michael Ironside, Neill Fearnley, Wynne McLaughlin, Susan Murdoch, ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
School of Seduction,2004, Victoria Abril, Javier Veiga, Gorka Aguinagalde, Javier Balaguer,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Les Bodin's: Maria bodin,1998, Vincent Dubois,NA,NA, Vincent Dubois,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bug,1975, Bradford Dillman, Joanna Miles, Richard Gilliland, Jeannot Szwarc, William Castle, Thomas Page,ScienceFiction,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
Mikrofan,2007,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fear Is The Key,1973, Barry Newman, Suzy Kendall, John Vernon, Michael Tuchner, Robert Carrington, Alistair MacLean,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Desserts,1999, Ewan McGregor,NA,NA, Jeff Stark, Jeff Stark, Martha Greene, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Variation,1983, Elfriede Irrall, Suzanne Geyer, Hilmar Thate, Michael Haneke,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fougere,1899,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ulver - Live In Concert At The Norwegian National Opera,2011,NA,NA,NA,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shakma,1990, Christopher Atkins, Amanda Wyss, Ari Meyers, Tom Logan, Hugh Parks, Roger Engle, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Though I Am Gone,2006,NA,NA,NA, Jie Hu,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Happy Go Lucky,2002, Sola Aoi,NA,NA, Kazuhito Kuramoto,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Revolt of Mamie Stover,1956, Jane Russell, Richard Egan, Joan Leslie, Raoul Walsh, William Bradford Huie, Sydney Boehm, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Le bande,2006, Massimo Giordano, Federica Gomma, Frank Lino, Lucio Giordano,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Waiting for Fidel,1974,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Conjuring,2013, Patrick Wilson, Vera Farmiga, Lili Taylor, James Wan, Chad Hayes, Carey Hayes,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Parole Violators,1994, Sean P. Donahue, Pamela Bosley, Mike Donahue, Patrick G. Donahue,NA,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Molly: An American Girl on the Home Front,2006, Maya Ritter,NA,NA,NA,NA,NA,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,
Hercules vs. the Giant Warriors,1964, Dan Vadis,NA,NA,NA,NA,NA, Adventure,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Standing in the Shadowns of Mowtown,2002,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Shape Of Rex,2013,NA,NA,NA, Layne Coleman, William Hominuke, Layne Coleman,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Happy Now,2001, Ioan Gruffudd, Susan Lynch, Om Puri, Philippa Cousins, Belinda Bauer,NA, Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
A Christmas Too Many,2007, Mickey Rooney, Ruta Lee, Andrew Keegan, Stephen Wallis, Stephen Wallis, Stephen Wallis, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sins of the Mother,1991, Elizabeth Montgomery, Dale Midkiff, Heather Fairfield, John Patterson,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Book of Numbers,1973, Philip Michael Thomas, Raymond St. Jacques, Freda Payne, Larry Spiegel, Raymond St. Jacques,NA,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mickey Down Under,1948, James MacDonald, Pinto Colvig,NA, Marvin Woodward, George Kreisl, Jerry Hathcock,Family,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
